Наименование;Емайл;Телефон1;Сайт;id;id родителя;Адрес;местоположение
Метаэлемент;;79194840618;мета-элемент.рф;2252328095330080;2252336684986630;Россия, Пермь, улица Кирпичный Завод, 15;POINT(56.371503 58.070047)
ЛУЧ;;73422764455;лом-пермь.рф;2252328095502230;2252336685062600;Россия, Пермь, улица Василия Васильева, 1/1;POINT(56.211567 57.957434)
ЛУЧ;;73422764455;лом-пермь.рф;70000001027252400;2252336685062600;Россия, Пермский край, Нестюковский тракт, 1/1;POINT(56.187043 57.916206)
Стандарт;;73427343059;;2252328095507820;2252336685065080;Россия, Пермский край, Краснокамск, Шоссейная улица, 24;POINT(55.817799 58.061916)
Пункт приема цветного лома;;;;2252328095508780;2252336685065620;Россия, Пермь, Магистральная улица, 88;POINT(55.96268 58.015861)
Пункт приема лома;;;;2252328095612300;2252336685113930;Россия, Пермь, улица Сергея Есенина, 13;POINT(56.118205 58.004213)
Полигон;;73422412600;www.pmup-poligon.ru;2252329094765960;2252337784662840;Россия, Пермь, улица Газеты Звезда, 79;POINT(56.257111 57.997178)
РосМетТрейд;;79124819760;www.rosmetrade.ru;70000001006388300;2252337784679310;Россия, Пермский край, Пермский район, Савинское сельское поселение, деревня Хмели, шоссе Космонавтов, 310/7А;POINT(56.112411 57.954211)
РосМетТрейд;;79197068250;www.rosmetrade.ru;70000001039504900;2252337784679310;Россия, Пермь, Промышленная улица, 153;POINT(56.175814 57.904023)
Городской экологический центр;;73422737705;www.gecmet.ru;2252329094849330;2252337784717310;Россия, Пермь, Ново-Гайвинская улица, 102;POINT(56.308783 58.088626)
Алюком;;73422433375;alukom-perm.ru;2252329095270310;2252337784991280;Россия, Пермский край, Пермский район, деревня Устиново, Школьная улица, 16/6;POINT(56.206276 57.904277)
Альянс МК;;79824860782;;2252329095320180;2252337785026090;Россия, Пермь, улица Пушкина, 2;POINT(56.2641 58.012033)
Альянс МК;;79824860782;;70000001038770700;2252337785026090;Россия, Пермь, Кронштадтская улица, 59;POINT(56.200428 58.001046)
Российский красный крест, общественная организация;;73472516411;www.redcrossufa.ru;2393065583018200;2393074172952770;Россия, Республика Башкортостан, Уфа, улица Карла Маркса, 53;POINT(55.943653 54.733031)
Спецавтохозяйство по уборке города;;73472235483;www.mupsahufa.ru;2393065583022010;2393074172956120;Россия, Республика Башкортостан, Уфа, Малая Гражданская улица, 35;POINT(55.977053 54.75038)
Башкирская торгово-промышленная компания;;73472666767;btpk-ufa.ru;2393065583259680;2393074172965730;Россия, Республика Башкортостан, Уфа, Юбилейная улица, 26;POINT(56.090034 54.859031)
Башкирская торгово-промышленная компания;;73472666222;btpk-ufa.ru;70000001033431100;2393074172965730;Россия, Республика Башкортостан, Уфа, улица Войкова, 1;POINT(56.078904 54.836394)
Башкирская торгово-промышленная компания;;;btpk-ufa.ru;70000001036700800;2393074172965730;Россия, Республика Башкортостан, Туймазы, улица Горького, 35;POINT(53.720512 54.595841)
Ферроком;;79170491353;www.ferrokom.com;2393066583098500;2393074172966210;Россия, Республика Башкортостан, Уфа, Путейская улица, 25к1;POINT(56.101739 54.836119)
Башкирские вторичные металлы;;73472383384;www.bashvtormet.ru;2393065583046650;2393074172966640;Россия, Республика Башкортостан, Уфа, Трамвайная улица, 10;POINT(56.087842 54.796106)
Вторчермет НЛМК Башкортостан;secretar_ufa@uvchm.ru;79659208002;uralvtorchermet.ru;2393065583056450;2393074172978030;Россия, Республика Башкортостан, Уфа, Благоварская улица, 4к8;POINT(55.896707 54.737133)
Вторчермет НЛМК Башкортостан;secretar_ufa@uvchm.ru;73472694788;uralvtorchermet.ru;70000001006397500;2393074172978030;Россия, Республика Башкортостан, Уфа, Бирский тракт, 2/1;POINT(56.079263 54.910746)
Вторчермет НЛМК Башкортостан, компания по приему лома и отходов черных металлов;secretar_ufa@uvchm.ru;73472261333;uralvtorchermet.ru;2393065583194140;2393074172978030;Россия, Республика Башкортостан, Уфа, улица Дмитрия Донского, 4;POINT(56.086584 54.824103)
Армада;;73472912704;armada-ufa.ru;2393065583073020;2393074172989620;Россия, Республика Башкортостан, городской округ Уфа, деревня Мокроусово, Мокроусовская улица, 2к10;POINT(55.919435 54.573813)
Экрос;;73472747283;lomufarb.com;2393065583107600;2393074173010510;Россия, Республика Башкортостан, Уфа, посёлок Тимашево, Тимашевская улица, 61/1;POINT(56.146987 54.840946)
Эфест;;73472742459;;2393065583171840;2393074173049490;Россия, Республика Башкортостан, Уфимский район, Зубовский сельсовет, село Лебяжий, Озёрная улица, 1;POINT(55.918833 54.641316)
Эфест;;79173457450;;70000001034121500;2393074173049490;Россия, Республика Башкортостан, Уфа, Индустриальное шоссе, 26/2;POINT(56.086396 54.805147)
МеталлСбыт;;73472752801;;2393065583208830;2393074173071140;Россия, Республика Башкортостан, Уфа, Майкопская улица, 5;POINT(55.798171 54.686333)
Аякс-регион;;73472666222;;2393065583223940;2393074173079080;Россия, Республика Башкортостан, Уфа, Юбилейная улица, 26;POINT(56.090034 54.859031)
Аякс-регион;;;;70000001027303400;2393074173079080;Россия, Республика Башкортостан, Октябрьский, улица Садовое Кольцо, 1;POINT(53.449346 54.490078)
Аякс-регион;;79374993975;;70000001034297500;2393074173079080;Россия, Республика Башкортостан, Туймазинский район, село Кандры, Советская улица, 42;POINT(54.093833 54.551851)
АМЕТ-сырье;;73472921394;;2393065583267320;2393074173104740;Россия, Республика Башкортостан, Уфа, улица Свободы, 86/8;POINT(56.115744 54.83573)
БашМеталлСервис;;79899588111;;2393065583294790;2393074173119990;Россия, Республика Башкортостан, Уфа, Трамвайная улица, 4Ак5;POINT(56.091759 54.7958)
Метлом;;79371603355;;2393065583347440;2393074173146780;Россия, Республика Башкортостан, Уфа, Юбилейная улица, 4;POINT(56.079811 54.839525)
Башпроммет;;73472947744;bashprommet.ru;70000001033503700;2393074173207750;Россия, Республика Башкортостан, Уфа, улица 50 лет СССР, 39к11;POINT(56.023514 54.750058)
Башпроммет, производственная фирма;;73472947744;bashprommet.ru;70000001029841900;2393074173207750;Россия, Республика Башкортостан, Уфа, Силикатная улица, 19А;POINT(55.923845 54.745407)
Аккумуляторный центр;support@centrakb-ufa.ru;79177351780;centrakb-ufa.ru;2393065583472700;2393074173215390;Россия, Республика Башкортостан, Уфа, Сочинская улица, 18;POINT(55.971564 54.706558)
Аккумуляторный центр;support@centrakb-ufa.ru;79870231549;centrakb-ufa.ru;2393065583681310;2393074173215390;Россия, Республика Башкортостан, Уфа, улица Минигали Губайдуллина, 3;POINT(56.003876 54.718062)
Аккумуляторный центр;support@centrakb-ufa.ru;79273100543;centrakb-ufa.ru;2393066583433130;2393074173215390;Россия, Республика Башкортостан, Уфа, улица Софьи Перовской, 11;POINT(55.985937 54.699306)
Аккумуляторный центр;support@centrakb-ufa.ru;79870156542;centrakb-ufa.ru;2393066583650600;2393074173215390;Россия, Республика Башкортостан, Уфа, улица 50 лет СССР, 52;POINT(56.027879 54.743931)
Компания;;79173764131;айспром.рф;2393065583706740;2393074173354570;Россия, Республика Башкортостан, Уфа, Силикатная улица, 17/1;POINT(55.926064 54.746197)
АК;;79674595968;akdoc.ru;2393066583289260;2393075273125790;Россия, Республика Башкортостан, Уфа, Цветочная улица, 3;POINT(56.069453 54.810538)
Экопром;;79876263382;ekoprom102.ru;2393066583519190;2393075273269140;Россия, Республика Башкортостан, Уфа, Крайняя улица, 4;POINT(55.796734 54.683471)
Волгавтормет;;79277518041;volgavtormet63.ru;2533803071431730;2533811661346680;Россия, Самара, Береговая улица, 7;POINT(50.307039 53.208764)
Вторчермет НЛМК Поволжье;;78469552442;uvchm.ru;2533803071436660;2533811661349980;Россия, Самара, проспект Кирова, 6Б;POINT(50.297122 53.189102)
Вторчермет НЛМК Поволжье;;78463532230;uvchm.ru;2533803072107100;2533811661349980;Россия, Самарская область, Новокуйбышевск, Товарная улица, 6А;POINT(49.900094 53.11013)
М.Видео;24@mvideo.ru;88006007775;;70000001028635200;2533811661353990;Россия, Самара, улица Дыбенко, 30;POINT(50.197903 53.207389)
М.Видео;24@mvideo.ru;88006007775;;70000001037756000;2533811661353990;Россия, Самара, улица Дыбенко, 30;POINT(50.197903 53.207389)
АкронПлюс;;78462673541;sam.akron-group.ru;70000001024166000;2533811661357960;Россия, Самара, улица Стрелка реки Самары, 3;POINT(50.069839 53.17458)
АкронПлюс;;78462673541;sam.akron-group.ru;70000001039011400;2533811661357960;Россия, Самара, Гродненская улица, 1к1;POINT(50.194283 53.174769)
АкронПлюс;;78462673541;sam.akron-group.ru;70000001034226800;2533811661357960;Россия, Самарская область, Новокуйбышевск, Монтажная улица, 3;POINT(49.914925 53.117141)
АкронПлюс;;78462673541;sam.akron-group.ru;70000001034226800;2533811661357960;Россия, Самара, улица Земеца, 32к6;POINT(50.298353 53.210398)
АкронПлюс;;78462673541;sam.akron-group.ru;70000001034226800;2533811661357960;Россия, Самара, Заводское шоссе, 1;POINT(50.250499 53.195975)
АкронПлюс;;78462673541;sam.akron-group.ru;70000001035005500;2533811661357960;Россия, Самара, Стромиловское шоссе, 5;POINT(50.072633 53.096842)
АкронПлюс;;78462673541;sam.akron-group.ru;70000001035334200;2533811661357960;Россия, Самара, Товарная улица, 39А;POINT(50.306536 53.248293)
АкронПлюс;;78462673541;sam.akron-group.ru;70000001041200600;2533811661357960;Россия, Самарская область, Волжский район, посёлок Спутник, Придорожная улица, 2Г;POINT(50.429201 53.258222)
Андреевский;;78463775515;;2533803071476650;2533811661376670;Россия, Самарская область, Волжский район, поселок Верхняя Подстепновка, улица Специалистов, 18;POINT(50.092432 53.083083)
САМАРАВТОРМЕТ, группа компаний МЕТА;;88007775366;www.gk-meta.ru;2533803071679150;2533811661391150;Россия, Самара, Гродненская улица, 17к4;POINT(50.18017 53.171072)
САМАРАВТОРМЕТ;;88007775366;www.gk-meta.ru;2533803072309530;2533811661391150;Россия, Самарская область, Новокуйбышевск, Товарная улица, 10;POINT(49.89571 53.110833)
САМАРАВТОРМЕТ;;88007775366;www.gk-meta.ru;2533803071525060;2533811661391150;Россия, Самара, Бакинская улица, 8;POINT(50.069624 53.117741)
САМАРАВТОРМЕТ;;88007775366;www.gk-meta.ru;70000001019100300;2533811661391150;Россия, Самара, Совхозный проезд, 13;POINT(50.270658 53.195382)
САМАРАВТОРМЕТ;;88007775366;www.gk-meta.ru;70000001022354200;2533811661391150;Россия, Самара, Ракитовское шоссе, 1с4;POINT(50.288085 53.263016)
САМАРАВТОРМЕТ;;88007775366;www.gk-meta.ru;70000001034573100;2533811661391150;Россия, Самарская область, Кинель, Промышленная улица, 5;POINT(50.595461 53.234519)
Поволжская Алюминиевая Компания;;78462296212;;2533804071589150;2533811661511430;Россия, Самарская область, Красноярский район, поселок городского типа Новосемейкино, Советская улица, 92Б;POINT(50.34723 53.376571)
Поволжская Алюминиевая Компания;;78462296212;;70000001023359500;2533811661511430;Россия, Самарская область, Красноярский район, поселок городского типа Новосемейкино, Промышленное шоссе, 3;POINT(50.378428 53.360576)
Поволжская Алюминиевая Компания;;78462296212;;2533803071682860;2533811661511430;Россия, Самарская область, Красноярский район, поселок городского типа Новосемейкино, Советская улица, 90;POINT(50.347859 53.375319)
Поволжская Алюминиевая Компания;;78462296212;;70000001033746500;2533811661511430;Россия, Самарская область, Красноярский район, село Красный Яр, Дорожная улица, 23;POINT(50.416014 53.500017)
Самарская Аккумуляторная компания;;78462071039;akbtrans.ru;2533803072227450;2533811661650870;Россия, Самара, Заводское шоссе, 9Б;POINT(50.2588 53.1996)
Свежий ветер;;79379893061;blago-samara.ru;2533803072032410;2533811661673410;Россия, Самара, Некрасовская улица, 62;POINT(50.098666 53.188568)
Свежий ветер;;79379893061;blago-samara.ru;70000001036432200;2533811661673410;Россия, Самара, Белорусская улица, 88Б;POINT(50.052574 53.144139)
ВторЦветЧерМет;vzchm.met@gmail.com;79608142419;vzchm.ru;2533803072395450;2533811661801010;Россия, Самара, Кабельная улица, 34А;POINT(50.274934 53.193218)
ВторЦветЧерМет, производственное объединение;vzchm.met@gmail.com;79608142419;vzchm.ru;70000001018763100;2533811661801010;Россия, Самара, Магистральная улица, 154;POINT(50.308566 53.251574)
ВторЦветЧерМет, производственное объединение;vzchm.met@gmail.com;79608142419;vzchm.ru;70000001018763200;2533811661801010;Россия, Самара, Кабельная улица, 34А;POINT(50.274934 53.193218)
ВторЦветЧерМет, производственное объединение;vzchm.met@gmail.com;79608142419;vzchm.ru;70000001018763200;2533811661801010;Россия, Самара, Кабельная улица, 8;POINT(50.266247 53.191012)
ВторЦветЧерМет, производственное объединение;vzchm.met@gmail.com;79608142419;vzchm.ru;70000001019927500;2533811661801010;Россия, Самара, проспект Кирова, 5литГ;POINT(50.294131 53.193715)
ВторЦветЧерМет, производственное объединение;vzchm.met@gmail.com;79608142419;vzchm.ru;70000001019927500;2533811661801010;Россия, Самарская область, Волжский район, посёлок городского типа Смышляевка, улица Механиков, 3;POINT(50.365232 53.256595)
ВторЦветЧерМет, производственное объединение;vzchm.met@gmail.com;79608142419;vzchm.ru;70000001035122600;2533811661801010;Россия, Самара, Заводское шоссе, 20;POINT(50.259698 53.201121)
ВторЦветЧерМет;vzchm.met@gmail.com;79608142419;vzchm.ru;70000001037758100;2533811661801010;Россия, Самара, Аэропортовское шоссе, 1Б;POINT(50.354776 53.248616)
ВторЦветЧерМет;vzchm.met@gmail.com;79608142419;vzchm.ru;70000001037758600;2533811661801010;Россия, Самара, Заводское шоссе, 1литГ;POINT(50.198559 53.176296)
ВторЦветЧерМет;vzchm.met@gmail.com;79608142419;vzchm.ru;70000001037758600;2533811661801010;Россия, Самарская область, Красноярский район, село Красный Яр, Степная улица, 2А;POINT(50.402566 53.477011)
ВторЦветЧерМет;vzchm.met@gmail.com;79608142419;vzchm.ru;70000001037758800;2533811661801010;Россия, Самарская область, Волжский район, сельское поселение Лопатино, село Лопатино;POINT(50.217226 53.077874)
Компания Экосервис;ekoservis163@yandex.ru;78469904780;samara.ekoserv-nn.ru;70000001021919100;2533811661899100;Россия, Самара, улица Антонова-Овсеенко, 7Б;POINT(50.197903 53.211568)
Компания Экосервис;ekoservis163@yandex.ru;78469904780;samara.ekoserv-nn.ru;70000001026996200;2533811661899100;Россия, Самара, Ставропольская улица, 216Б;POINT(50.259141 53.234389)
ТД Втормет;;78469933495;vtormet63.ru;2533804071590090;2533812761444970;Россия, Самарская область, Волжский район, село Николаевка, Новая улица, 8;POINT(50.306393 53.095841)
СтаМет;;79272620061;;2533804071622720;2533812761466290;Россия, Самара, Трубная улица, 61;POINT(50.058628 53.117773)
Волжский Центр СпецПромСервис;;79270141438;вц-спс.рф;2533804071641960;2533812761479290;Россия, Самара, Заводское шоссе, 1Б;POINT(50.244606 53.19529)
СТИЛ;;;;70000001021827200;2533812761502960;Россия, Самара, Заводское шоссе, 20;POINT(50.259698 53.201121)
ГАЗвторресурс;;78312908648;;2674540559728820;2674549149663400;Россия, Нижний Новгород, улица Героя Советского Союза Поющева, 12;POINT(43.869532 56.248976)
торговая компания по продаже паллет;;79202934449;;70000001006923800;2674549149672720;Россия, Нижний Новгород, Электровозная улица, 7Ак3;POINT(43.865786 56.298752)
Стальинвест;;78312466717;;2674540559740490;2674549149673070;Россия, Нижний Новгород, улица Обухова, 11/13;POINT(43.936412 56.315181)
Жилсервис №17;;78312940391;;2674540559773240;2674549149679500;Россия, Нижний Новгород, Космическая улица, 49;POINT(43.836411 56.221419)
Втормеко;;79092934287;;70000001018734900;2674549149698020;Россия, Нижний Новгород, улица Ларина, 13;POINT(43.993302 56.238712)
СитиЛюкс;;78312700870;citylux-nn.ru;2674540559814850;2674549149711920;Россия, Нижний Новгород, Гордеевская улица, 139Бк1;POINT(43.938801 56.328898)
Промэко;;78314132332;www.pk-promeco.ru;2674540559823810;2674549149717880;Россия, Нижний Новгород, Интернациональная улица, 94;POINT(43.951935 56.314472)
ИнвестВторРесурс;;78314141350;;2674540564057010;2674549149727210;Россия, Нижний Новгород, посёлок Черепичный, 14к1;POINT(44.004468 56.243034)
Волговятсквторцветмет;;78312244962;vvvcm.ru;2674540559846440;2674549149731100;Россия, Нижний Новгород, микрорайон Сортировочный, Ближняя улица, 6;POINT(43.866694 56.302837)
Приволжская металлургическая компания;info@pmk52.ru;78314248544;pmk52.ru;2674540559846470;2674549149731130;Россия, Нижний Новгород, Торфяная улица, 42;POINT(43.828641 56.350811)
Стагер;stagernn@gmail.com;78314240838;www.stagernn.ru;2674540563095880;2674549149761780;Россия, Нижний Новгород, Сормовское шоссе, 24/1;POINT(43.888298 56.336109)
Стагер;;78314240838;www.stagernn.ru;70000001034556800;2674549149761780;Россия, Нижегородская область, 22ОПРЗ22К-0028;POINT(43.603469 56.362751)
ВолгоВятПром;;79202530972;metal52.ru;2674540559905440;2674549149766790;Россия, Нижний Новгород, улица Новикова-Прибоя, 4к6;POINT(43.925273 56.258968)
ВолгоВятПром;;79202530972;metal52.ru;70000001007168100;2674549149766790;Россия, Нижний Новгород, Торфяная улица, 42;POINT(43.828641 56.350811)
РегионВтормет;;78317024666;www.regionvtormet.com;2674540559906240;2674549149767180;Россия, Нижегородская область, Богородск, улица Ленина, 359В;POINT(43.535386 56.11438)
АРВИ;;78313260009;arwidzr.ru;2674540559913280;2674549149770740;Россия, Нижегородская область, Дзержинск, Студенческая улица, 36Ж;POINT(43.493551 56.24458)
Пункт приема цветного лома;;79306916290;;2674540563405810;2674549149781170;Россия, Нижний Новгород, микрорайон Мончегорский, Мончегорская улица, 11А/2;POINT(43.831372 56.231388)
Пункт приема цветного лома;;79202520789;;2674540559929680;2674549149781170;Россия, городской округ Нижний Новгород, деревня Ольгино, 1;POINT(43.936214 56.220468)
Пункт приема цветного лома;;79307104445;;2674540559929680;2674549149781170;Россия, Нижний Новгород, Гордеевская улица, 75/1;POINT(43.944614 56.326867)
Пункт приема цветного лома;;79108962040;;2674540559929680;2674549149781170;Россия, Нижний Новгород, Верхоянская улица, 11А;POINT(43.843104 56.363678)
Пункт приема цветного лома;;79200755146;;2674540563135400;2674549149781170;Россия, Нижний Новгород, улица Марата, 51;POINT(43.95436 56.317103)
Интермет-НН;;79200472108;;2674540559966810;2674549149803020;Россия, Нижний Новгород, Физкультурная улица, 1;POINT(43.976333 56.252727)
Интермет-НН;;79200472108;;2674541559815380;2674549149803020;Россия, Нижегородская область, Кстово, улица Шохина, 12;POINT(44.186916 56.138418)
Нижегородвтормет;;78312781625;;2674540563683760;2674549149912350;Россия, городской округ Нижний Новгород, Кудьминская промзона - 1, 5;POINT(43.900569 56.169994)
Нижегородвтормет;;78312781625;;2674540563921430;2674549149912350;Россия, Нижегородская область, Бор, улица Нахимова, 7Б;POINT(44.090401 56.357121)
Нижегородвтормет;;78312781625;;2674541560112290;2674549149912350;Россия, Нижний Новгород, улица Монастырка, 1А;POINT(43.924635 56.242709)
Нижегородвтормет;;78312781625;;70000001007431800;2674549149912350;Россия, Нижегородская область, Богородск, 2-я Вокзальная улица, 10;POINT(43.524579 56.115539)
Нижегородвтормет, пункт по приему металлолома;;78312781625;;2674540563259240;2674549149912350;Россия, Нижний Новгород, Верхнепечёрская улица, 14;POINT(44.069452 56.285973)
Исток;;78312721276;www.istoknn.ru;2674540563283530;2674549149920100;Россия, Нижний Новгород, улица Чаадаева, 1Г;POINT(43.85551 56.328968)
Волга-Металл;;78314245197;volga-metall.ru;2674540563353250;2674549149967130;Россия, Нижний Новгород, улица Юлиуса Фучика, 15А;POINT(43.872434 56.236906)
Волга-Металл;;78314245197;volga-metall.ru;2674540563353250;2674549149967130;Россия, Нижний Новгород, Сормовское шоссе, 24;POINT(43.889628 56.336533)
Волга-Металл;;78314245197;volga-metall.ru;2674540563353250;2674549149967130;Россия, Нижний Новгород, Юбилейная улица, 2;POINT(44.000084 56.286922)
Волга-Металл;;78314245197;volga-metall.ru;70000001020629300;2674549149967130;Россия, Нижний Новгород, Молодёжный проспект, 80;POINT(43.820637 56.246121)
Волга-Металл;;78314245197;volga-metall.ru;70000001026072700;2674549149967130;Россия, Нижегородская область, Кстово, Магистральная улица, 65;POINT(44.22116 56.145033)
Волга-Металл;;78314245197;volga-metall.ru;2674540563391990;2674549149967130;Россия, Нижний Новгород, Порт-Артурская улица, 1В;POINT(43.912741 56.298067)
Вторчермет НЛМК Волга;;78312820808;;2674540563443170;2674549149994280;Россия, Нижний Новгород, улица Свободы, 15;POINT(43.864098 56.361464)
Рост;;79081507799;;2674540563575260;2674549150063040;Россия, Нижний Новгород, улица Кащенко, 9;POINT(43.982639 56.246621)
Гарант-НН;;79200480249;www.garant-nn.ru;2674540564053620;2674549150163480;Россия, городской округ Нижний Новгород, Кудьминская промзона - 1, 1/2;POINT(43.904387 56.16214)
Контур;;79200420456;kontur52.narod.ru;2674540563920430;2674549150220320;Россия, Нижний Новгород, улица Коминтерна, 51А;POINT(43.900318 56.345289)
Фортис;vtormetnn@bk.ru;78312163344;fortisnn.ru;70000001021576300;2674549150233930;Россия, Нижний Новгород, улица Юлиуса Фучика, 60к5;POINT(43.897919 56.22748)
Форплан НН;;78314236005;forplan.ru;70000001042640200;2674549150249450;Россия, Нижегородская область, Богородский район, село Каменки, Производственная улица, 1;POINT(43.859579 56.068037)
Эко-Реал НН;;78314565807;;2674540564007180;2674549150255570;Россия, Нижегородская область, Кстово, Магистральная улица, 1А;POINT(44.158772 56.177175)
Метек;;79873923588;экометалл-нн.рф;70000001018904500;2674549150272320;Россия, Нижний Новгород, Интернациональная улица, 100К3;POINT(43.949653 56.310677)
Метек;;79027861582;экометалл-нн.рф;2674541560167600;2674549150272320;Россия, Нижегородская область, Бор, улица Островского, 5;POINT(44.081166 56.353674)
ОМК-Экометалл, металлоломная компания;;78313310199;;2674541559993660;2674550249832170;Россия, Нижегородская область, Дзержинск, территория Восточный промрайон, Автозаводское шоссе, 535;POINT(43.650954 56.267942)
Ферро-НН;;78312259504;;2674541560179730;2674550249949050;Россия, Нижний Новгород, улица Коновалова, 10;POINT(43.802707 56.353774)
Эко Проект;;79290533344;екопроект.рф;2674541560375210;2674550250084260;Россия, Нижегородская область, Кстовский район, деревня Малая Ельня, 129;POINT(44.150633 56.203973)
Эко Проект;;79200779488;екопроект.рф;70000001027196800;2674550250084260;Россия, Нижегородская область, Дзержинск, Октябрьская улица, 82В;POINT(43.492473 56.236291)
НижегородВторМет;;78312180420;akron-group.ru;2674541560377320;2674550250085610;Россия, Нижний Новгород, Мотальный переулок, 10;POINT(43.948548 56.293617)
Всероссийское общество инвалидов, общественная организация;;79628089777;;2815278048084490;2815286638019070;Россия, Алтайский край, Бийск, переулок Романа Гилева, 15;POINT(85.224932 52.540869)
Втормет;;79039956462;;70000001029538700;2815286638023120;Россия, Алтайский край, Бийск, улица Ефима Мамонтова, 11к2;POINT(85.115032 52.552463)
Втормет;;79039498825;;2815278048089130;2815286638023120;Россия, Алтайский край, Бийск, Нефтяной переулок;POINT(85.134462 52.557122)
Втормет;;79132425605;;70000001037503700;2815286638023120;Россия, Алтайский край, Бийск, Крестьянская улица, 64;POINT(85.241604 52.524418)
Втормет;;79039498825;;2815278048089130;2815286638023120;Россия, Алтайский край, Бийск, Нефтяной переулок;POINT(85.134462 52.557122)
Втормет;;79039917716;;2815278048246190;2815286638023120;Россия, Алтайский край, Бийск;POINT(85.21382 52.539297)
Втормет;;79039956462;;70000001029538700;2815286638023120;Россия, Алтайский край, Бийск, улица Ефима Мамонтова, 11к2;POINT(85.115032 52.552463)
Втормет;;79333111754;;70000001029566000;2815286638023120;Россия, Алтайский край, Бийск, Социалистическая улица, 23/4;POINT(85.121661 52.519153)
Втормет;;79132425605;;70000001037503700;2815286638023120;Россия, Алтайский край, Бийск, Крестьянская улица, 64;POINT(85.241604 52.524418)
Втормет;;79039498825;;2815278048089130;2815286638023120;Россия, Алтайский край, Бийск, Нефтяной переулок;POINT(85.134462 52.557122)
Втормет;;79039917716;;2815278048246190;2815286638023120;Россия, Алтайский край, Бийск;POINT(85.21382 52.539297)
Втормет;;79039956462;;70000001029538700;2815286638023120;Россия, Алтайский край, Бийск, улица Ефима Мамонтова, 11к2;POINT(85.115032 52.552463)
Втормет;;79333111754;;70000001029566000;2815286638023120;Россия, Алтайский край, Бийск, Социалистическая улица, 23/4;POINT(85.121661 52.519153)
Втормет;;79132425605;;70000001037503700;2815286638023120;Россия, Алтайский край, Бийск, Крестьянская улица, 64;POINT(85.241604 52.524418)
Спас-Сервис;;73854326500;;2815278048089150;2815286638023140;Россия, Алтайский край, городской округ Бийск, посёлок Нагорный, Яминская улица, 1Г;POINT(85.233888 52.559734)
Спас-Сервис;;73854326500;;2815278048089150;2815286638023140;Россия, Алтайский край, городской округ Бийск, посёлок Нагорный, Яминская улица, 1Г;POINT(85.233888 52.559734)
Спас-Сервис;;73854326500;;2815278048089150;2815286638023140;Россия, Алтайский край, городской округ Бийск, посёлок Нагорный, Яминская улица, 1Г;POINT(85.233888 52.559734)
АлтайЛом;;79059269122;;70000001024419100;2815286638023150;Россия, Алтайский край, Бийск, Граничная улица, 29А;POINT(85.297722 52.563062)
АлтайЛом;crawleradmin.t-info@telekom.de;;;70000001034269000;2815286638023150;Россия, Алтайский край, Смоленский район, село Смоленское, Заводская улица, 30;POINT(85.080914 52.311038)
АлтайЛом;;;;70000001036804000;2815286638023150;Россия, Алтайский край, Бийск, улица Ефима Мамонтова, 18/2;POINT(85.137346 52.542173)
АлтайЛом;;79964556597;;70000001038276200;2815286638023150;Россия, Алтайский край, Бийск;POINT(85.21382 52.539297)
АлтайЛом;;79609414330;;70000001024062800;2815286638023150;Россия, Алтайский край, городской округ Бийск, посёлок Нагорный, Яровой переулок, 21к3;POINT(85.182513 52.54817)
АлтайЛом;;;;70000001034269000;2815286638023150;Россия, Алтайский край, Смоленский район, село Смоленское, Заводская улица, 30;POINT(85.080914 52.311038)
АлтайЛом;;79059818807;;70000001019063900;2815286638023150;Россия, Алтайский край, Советский район, село Советское, Западная улица, 22К;POINT(85.404289 52.289808)
АлтайЛом;;79095045876;;70000001019382800;2815286638023150;Россия, Алтайский край, Бийск, Крайняя улица, 70А;POINT(85.254998 52.528747)
АлтайЛом;;79609414330;;70000001024062800;2815286638023150;Россия, Алтайский край, городской округ Бийск, посёлок Нагорный, Яровой переулок, 21к3;POINT(85.182513 52.54817)
АлтайЛом;;79059269122;;70000001024419100;2815286638023150;Россия, Алтайский край, Бийск, Граничная улица, 29А;POINT(85.297722 52.563062)
АлтайЛом;;79627927222;;70000001034229100;2815286638023150;Россия, Алтайский край, городской округ Бийск, посёлок Нагорный, Яминская улица, 40Г;POINT(85.23343 52.566582)
АлтайЛом;;;;70000001034269000;2815286638023150;Россия, Алтайский край, Смоленский район, село Смоленское, Заводская улица, 30;POINT(85.080914 52.311038)
АлтайЛом;;79132721387;;70000001035234300;2815286638023150;Россия, Алтайский край, Бийск, улица Красильникова, 316;POINT(85.273728 52.535896)
АлтайЛом;;79095045876;;70000001036804000;2815286638023150;Россия, Алтайский край, Бийск, улица Ефима Мамонтова, 32;POINT(85.128767 52.545316)
АлтайЛом;;;;70000001036804000;2815286638023150;Россия, Алтайский край, Бийск, улица Ефима Мамонтова, 18/2;POINT(85.137346 52.542173)
АлтайЛом;;79964556597;;70000001038276200;2815286638023150;Россия, Алтайский край, Бийск;POINT(85.21382 52.539297)
АлтайЛом;;79619912444;;70000001038276200;2815286638023150;Россия, Алтайский край, Бийск, улица Ефима Мамонтова, 27;POINT(85.13157 52.541609)
АлтайЛом;;79059818807;;70000001019063900;2815286638023150;Россия, Алтайский край, Советский район, село Советское, Западная улица, 22К;POINT(85.404289 52.289808)
АлтайЛом;;79095045876;;70000001019382800;2815286638023150;Россия, Алтайский край, Бийск, Крайняя улица, 70А;POINT(85.254998 52.528747)
